,coin,exchange
1018,STOX,"['HitBTC', 'HitBTC', 'Okcoin']"
1019,JASMY,"['Uniswap (v3)', 'Uniswap (v3)']"
1020,CL,"['HitBTC', 'HitBTC']"
1021,FUTURE,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1022,ASTRO,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'Uniswap (v2)']"
1023,CRX,"['PancakeSwap', 'PancakeSwap']"
1024,MCONTENT,"['PancakeSwap', 'PancakeSwap']"
1025,WRC,"['OKEx', 'OKEx']"
1026,WELD,"['PancakeSwap', 'PancakeSwap']"
1027,STT,"['Uniswap (v2)', 'Uniswap (v2)']"
1028,SRN,"['KuCoin', 'KuCoin', 'YoBit', 'Bittrex', 'KuCoin']"
1029,DEG,"['Trader Joe', 'Trader Joe']"
1030,MONSTA,"['PancakeSwap', 'PancakeSwap']"
1031,DIA,"['Binance', 'PancakeSwap', 'Coinbase Exchange', 'Binance', 'PancakeSwap', 'Coinbase Exchange', 'Uniswap (v2)', 'Binance', 'Liquid', 'CoinEx']"
1032,TKN,"['Ethfinex', 'Ethfinex']"
1033,DFSG,"['PancakeSwap', 'PancakeSwap']"
1034,PPC,"['Hotbit', 'Hotbit', 'Uniswap (v3)', 'YoBit', 'HitBTC', 'Bittrex']"
1035,VXL,"['Uniswap (v2)', 'Uniswap (v2)']"
1036,QAU,"['YoBit', 'YoBit', 'HitBTC']"
1037,TSL,"['EXX', 'EXX']"
1038,MCH,"['Uniswap (v2)', 'Uniswap (v2)']"
1039,XCAD,"['Bittrex', 'Bittrex', 'Uniswap (v2)', 'Uniswap (v3)', 'Uniswap (v2)']"
1040,ACSI,"['PancakeSwap', 'PancakeSwap']"
1041,ROCKY,"['PancakeSwap', 'PancakeSwap']"
1042,CMN,"['PancakeSwap', 'PancakeSwap']"
1043,MCR,"['PancakeSwap', 'PancakeSwap']"
1044,MOVR,"['Binance', 'Binance']"
1045,YLD,"['Bittrex', 'Bittrex']"
1046,SIB,"['Bittrex', 'Bittrex']"
1047,WAXP,"['Bithumb', 'Bithumb', 'Bitfinex', 'Bittrex', 'Bittrex', 'Ethfinex']"
1048,AGRS,"['Bittrex', 'Bittrex', 'Uniswap (v2)']"
1049,EGT,"['CoinEx', 'CoinEx', 'PancakeSwap', 'OKEx']"
1050,TGT,"['HitBTC', 'HitBTC']"
1051,MFLOKI,"['PancakeSwap', 'PancakeSwap']"
1052,ETCH,"['PancakeSwap', 'PancakeSwap']"
1053,m,"['PancakeSwap', 'PancakeSwap']"
1054,SPOOK,"['SpookySwap', 'SpookySwap']"
1055,QLC,"['Binance', 'Binance', 'KuCoin']"
1056,VCT,"['Bit-Z', 'Bit-Z']"
1057,AMAS,"['Uniswap (v2)', 'Uniswap (v2)']"
1058,ELONGRAB,"['PancakeSwap', 'PancakeSwap']"
1059,FTI,"['Bit-Z', 'Bit-Z', 'Bit-Z']"
1060,R,"['YoBit', 'YoBit', 'KuCoin', 'OKEx', 'Bittrex']"
1061,BONDLY,"['Sushiswap', 'Sushiswap']"
1062,VIB,"['Bittrex', 'OKEx', 'Bittrex', 'OKEx', 'EXX', 'HitBTC']"
1063,NMX,"['PancakeSwap', 'PancakeSwap']"
1064,DPY,"['EXX', 'EXX', 'OKEx']"
1065,BONK,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1066,MNX,"['PancakeSwap', 'PancakeSwap']"
1067,KCS,"['KuCoin', 'KuCoin']"
1068,ATL,"['Uniswap (v2)', 'Uniswap (v2)', 'EXX']"
1069,ETHVAULT,"['PancakeSwap', 'PancakeSwap']"
1070,UPI,"['Coinbase Exchange', 'Coinbase Exchange']"
1071,ENS,"['Binance', 'Binance', 'Balancer (v2)', 'Balancer (v2)', 'Bittrex', 'Binance', 'Coinbase Exchange']"
1072,BID,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1073,APIDAI,"['PancakeSwap', 'PancakeSwap']"
1074,PUP,"['Uniswap (v3)', 'Uniswap (v3)']"
1075,GAS,"['Uniswap (v2)', 'Uniswap (v2)', 'Cobinhood', 'Binance', 'EXX']"
1076,change,"['Uniswap (v2)', 'Uniswap (v2)']"
1077,DEB,"['KuCoin', 'KuCoin']"
1078,TBX,"['Hotbit', 'Hotbit']"
1079,NDX,"['Sushiswap', 'Sushiswap']"
1080,REAPER,"['SpiritSwap', 'SpiritSwap']"
1081,OP,"['Uniswap (v3)', 'Uniswap (v3)', 'Binance', 'KuCoin', 'KuCoin']"
1082,MDT,"['Bittrex', 'Bittrex', 'OKEx']"
1083,LEO,"['HitBTC', 'HitBTC', 'Bitfinex', 'ZB']"
1084,PRX,"['YoBit', 'YoBit']"
1085,OOKI,"['Uniswap (v3)', 'Uniswap (v3)', 'Sushiswap']"
1086,QUIDD,"['PancakeSwap', 'PancakeSwap', 'Apeswap']"
1087,SOME,"['Uniswap (v2)', 'PancakeSwap', 'Uniswap (v2)', 'PancakeSwap']"
1088,RKG,"['PancakeSwap', 'PancakeSwap']"
1089,RUSD,"['PancakeSwap', 'PancakeSwap']"
1090,LIEN,"['PancakeSwap', 'PancakeSwap']"
1091,HYPER,"['PancakeSwap', 'PancakeSwap']"
1092,QI,"['Binance', 'Binance', 'Binance']"
1093,AMIS,"['Uniswap (v3)', 'Uniswap (v3)', 'Sushiswap']"
1094,freemoon,"['PancakeSwap', 'PancakeSwap']"
1095,TT,"['Huobi Global', 'Huobi Global', 'Uniswap (v3)']"
1096,PRA,"['OKEx', 'OKEx', 'EXX', 'Bit-Z']"
1097,ODE,"['Uniswap (v3)', 'Uniswap (v3)']"
1098,MOR,"['PancakeSwap', 'PancakeSwap', 'Apeswap']"
1099,MTDR,"['PancakeSwap', 'PancakeSwap']"
1100,MOBI,"['Upbit', 'Upbit', 'PancakeSwap', 'Ubeswap', 'Ubeswap']"
1101,CWS,"['PancakeSwap', 'PancakeSwap']"
1102,BALA,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1103,PINK,"['Bittrex', 'Bittrex']"
1104,ABBC,"['Bittrex', 'Bittrex']"
1105,OCC,"['Sushiswap', 'Sushiswap', 'Uniswap (v2)']"
1106,DNT,"['EXX', 'Uniswap (v2)', 'EXX', 'Uniswap (v2)', 'Bittrex', 'OKEx', 'Binance', 'Binance', 'Uniswap (v2)']"
1107,NYR,"['Uniswap (v2)', 'Uniswap (v2)']"
1108,GINOA,"['PancakeSwap', 'PancakeSwap']"
1109,YUGI,"['PancakeSwap', 'PancakeSwap']"
1110,CREDIT,"['SpookySwap', 'SpookySwap']"
1111,MEX,"['Huobi Global', 'Huobi Global']"
1112,SHINU,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1113,PAI,"['Hotbit', 'Hotbit', 'Hotbit', 'Bitforex']"
1114,STX,"['Binance', 'Coinbase Exchange', 'Binance', 'Coinbase Exchange']"
1115,MNFT,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1116,COTI,"['Huobi Global', 'Huobi Global', 'Huobi Global', 'Huobi Global', 'Binance']"
1117,LEASH,"['Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v2)']"
1118,GAME,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'Uniswap (v2)', 'Uniswap (v2)']"
1119,MTS,"['PancakeSwap', 'PancakeSwap']"
1120,CPD,"['PancakeSwap', 'PancakeSwap']"
1121,SYNC,"['Sushiswap', 'Sushiswap']"
1122,DAR,"['Binance', 'Uniswap (v2)', 'Binance', 'Uniswap (v2)']"
1123,GENS,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1124,LOKI,"['Bittrex', 'Bittrex']"
1125,WPR,"['Huobi Global', 'Huobi Global', 'Binance', 'Ethfinex']"
1126,ETHM,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1127,MINA,"['Kraken', 'Kraken']"
1128,SHI,"['PancakeSwap', 'PancakeSwap']"
1129,BTCBR,"['PancakeSwap', 'PancakeSwap', 'Apeswap', 'PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1130,TBT,"['PancakeSwap', 'PancakeSwap']"
1131,BITCNY,"['Poloniex', 'Poloniex']"
1132,BSW,"['PancakeSwap', 'PancakeSwap']"
1133,ATPAD,"['PancakeSwap', 'PancakeSwap']"
1134,DLB,"['Uniswap (v3)', 'Uniswap (v3)']"
1135,EDR,"['Uniswap (v2)', 'Uniswap (v2)']"
1136,ORBS,"['Hotbit', 'Hotbit', 'Balancer (v1)', 'Liquid']"
1137,MFAM,"['Solarbeam', 'Solarbeam']"
1138,ANI,"['PancakeSwap', 'PancakeSwap']"
1139,SHIB,"['Sushiswap', 'Bitforex', 'Sushiswap', 'Bitforex', 'Binance', 'Binance', 'EXX', 'Poloniex']"
1140,SHILLMOON,"['PancakeSwap', 'PancakeSwap']"
1141,BIT,"['Sushiswap', 'Sushiswap', 'FTX']"
1142,INSTAR,"['Bibox', 'Bibox']"
1143,YYE,"['PancakeSwap', 'PancakeSwap']"
1144,METIS,"['Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v2)']"
1145,CDAI,"['Sushiswap', 'Sushiswap']"
1146,UNIT,"['YoBit', 'YoBit']"
1147,EVX,"['Binance', 'Binance', 'Binance', 'Binance', 'Huobi Global']"
1148,YON,"['PancakeSwap', 'PancakeSwap']"
1149,SDC,"['YoBit', 'YoBit', 'Poloniex']"
1150,FOXY,"['PancakeSwap', 'PancakeSwap']"
1151,cym,"['PancakeSwap', 'PancakeSwap']"
1152,POA,"['Binance', 'Binance', 'Ethfinex']"
1153,EBUSD,"['PancakeSwap', 'PancakeSwap']"
1154,NKN,"['Upbit', 'Upbit', 'Binance']"
1155,CVX,"['Binance', 'Binance', 'Kraken', 'Sushiswap']"
1156,bbox,"['PancakeSwap', 'PancakeSwap']"
1157,KWATT,"['Bitforex', 'Bitforex']"
1158,OPIUM,"['Sushiswap', 'Sushiswap']"
1159,WTC,"['Bithumb', 'HitBTC', 'Bithumb', 'HitBTC', 'EXX', 'OKEx', 'OKEx', 'Huobi Global', 'Bitfinex']"
1160,SCRL,"['PancakeSwap', 'PancakeSwap']"
1161,make,"['PancakeSwap', 'PancakeSwap']"
1162,LOOKS,"['OKEx', 'OKEx', 'KuCoin']"
1163,LESS,"['Uniswap (v2)', 'Uniswap (v2)']"
1164,BALPAC,"['PancakeSwap', 'PancakeSwap']"
1165,MCRN,"['PancakeSwap', 'PancakeSwap']"
1166,JULD,"['PancakeSwap', 'PancakeSwap']"
1167,POKT,"['ZB', 'ZB']"
1168,LOVEDOGE,"['PancakeSwap', 'PancakeSwap']"
1169,LORDA,"['PancakeSwap', 'PancakeSwap']"
1170,CBT,"['Ethfinex', 'Ethfinex']"
1171,SQUID,"['Sushiswap', 'Sushiswap', 'PancakeSwap']"
1172,MELODY,"['PancakeSwap', 'PancakeSwap']"
1173,APPC,"['HitBTC', 'HitBTC']"
1174,DOCK,"['Binance', 'Binance', 'Huobi Global']"
1175,QTL,"['Bittrex', 'Bittrex']"
1176,frzss,"['PancakeSwap', 'PancakeSwap']"
1177,PDAI,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1178,FORT,"['Uniswap (v3)', 'Uniswap (v3)']"
1179,DON,"['PancakeSwap', 'PancakeSwap']"
1180,LEOPARD,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1181,BITT,"['PancakeSwap', 'PancakeSwap', 'Sushiswap']"
1182,MTHD,"['Uniswap (v3)', 'Uniswap (v3)']"
1183,mfx,"['PancakeSwap', 'PancakeSwap']"
1184,XYO,"['Uniswap (v2)', 'Uniswap (v2)', 'Sushiswap', 'Uniswap (v2)', 'Uniswap (v3)']"
1185,grush,"['PancakeSwap', 'PancakeSwap']"
1186,VTC,"['YoBit', 'YoBit', 'Upbit']"
1187,GUP,"['Upbit', 'Upbit', 'Gatecoin', 'Bittrex']"
1188,FRY,"['Balancer (v1)', 'Balancer (v1)', 'Uniswap (v2)', 'Uniswap (v2)']"
1189,KISHUBABY,"['PancakeSwap', 'PancakeSwap']"
1190,fgd,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1191,COMT,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1192,TEL,"['KuCoin', 'KuCoin']"
1193,HDV,"['PancakeSwap', 'PancakeSwap']"
1194,KXA,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1195,GEO,"['Bittrex', 'Bittrex']"
1196,SKL,"['Uniswap (v3)', 'Bitstamp', 'BigONE', 'Huobi Global', 'Uniswap (v3)', 'Bitstamp', 'BigONE', 'Huobi Global', 'Bitstamp', 'Binance']"
1197,UTOPIA,"['PancakeSwap', 'PancakeSwap']"
1198,RYOSHIMOTO,"['Uniswap (v2)', 'Uniswap (v2)']"
1199,PHX,"['HitBTC', 'HitBTC']"
1200,WABI,"['Uniswap (v2)', 'CEX.IO', 'Uniswap (v2)', 'CEX.IO', 'Binance']"
1201,FLOKIFRUNKPUPPY,"['PancakeSwap', 'PancakeSwap']"
1202,SJCX,"['Bittrex', 'Bittrex']"
1203,MGC,"['Uniswap (v2)', 'Uniswap (v2)']"
1204,KIBA,"['Uniswap (v2)', 'Uniswap (v2)']"
1205,LA,"['KuCoin', 'KuCoin', 'OKEx']"
1206,AIMX,"['PancakeSwap', 'PancakeSwap']"
1207,HOLY,"['Uniswap (v2)', 'Uniswap (v2)']"
1208,PAN,"['Uniswap (v2)', 'Uniswap (v2)']"
1209,OLT,"['CoinEx', 'CoinEx', 'Hotbit', 'Hotbit']"
1210,OASIS,"['Apeswap', 'Apeswap']"
1211,MOMMYDOGE,"['PancakeSwap', 'PancakeSwap']"
1212,MASK,"['Uniswap (v2)', 'Uniswap (v2)', 'Sushiswap', 'Bitforex']"
1213,TRL,"['Uniswap (v2)', 'Uniswap (v2)']"
1214,EVN,"['HitBTC', 'HitBTC', 'Uniswap (v3)']"
1215,FISH,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v3)']"
1216,HUB,"['Uniswap (v2)', 'Uniswap (v2)']"
1217,ZITI,"['Uniswap (v2)', 'Uniswap (v2)']"
1218,STRAT,"['Upbit', 'Upbit', 'Uniswap (v2)', 'Upbit', 'HitBTC', 'Binance']"
1219,RIDERS,"['PancakeSwap', 'PancakeSwap']"
1220,4move,"['PancakeSwap', 'PancakeSwap']"
1221,BMP,"['Bittrex', 'Bittrex']"
1222,WIN,"['CoinEx', 'CoinEx', 'Binance', 'Binance', 'Binance']"
1223,FOX,"['PancakeSwap', 'PancakeSwap', 'Sushiswap']"
1224,OBTC,"['Curve', 'Curve', 'Sushiswap']"
1225,TFT,"['PancakeSwap', 'PancakeSwap']"
1226,DRG,"['HitBTC', 'HitBTC']"
1227,ROSE,"['KuCoin', 'KuCoin', 'Binance', 'PancakeSwap']"
1228,CNX,"['YoBit', 'YoBit']"
1229,OCN,"['Bit-Z', 'Bit-Z', 'Bittrex', 'Upbit', 'KuCoin']"
1230,ENE,"['YoBit', 'YoBit']"
1231,DEGOV,"['Uniswap (v2)', 'Uniswap (v2)']"
1232,GOF,"['Balancer (v1)', 'Balancer (v1)', 'Huobi Global']"
1233,AUTO,"['OKEx', 'OKEx', 'HitBTC']"
1234,$SNM,"['PancakeSwap', 'PancakeSwap']"
1235,SHIRYO-INU,"['Uniswap (v2)', 'Uniswap (v2)']"
1236,DEXE,"['Binance', 'Binance', 'Binance']"
1237,TRIO,"['Bitfinex', 'Bitfinex', 'Bitfinex']"
1238,DFN,"['PancakeSwap', 'PancakeSwap']"
1239,XP,"['Uniswap (v3)', 'Uniswap (v3)', 'Uniswap (v2)']"
1240,VIBE,"['Binance', 'Binance']"
1241,MFM,"['PancakeSwap', 'PancakeSwap']"
1242,DIP,"['Uniswap (v2)', 'Uniswap (v2)']"
1243,ICON,"['YoBit', 'YoBit']"
1244,EL,"['Uniswap (v3)', 'Uniswap (v3)', 'Sushiswap']"
1245,SHEESHA,"['Uniswap (v2)', 'Uniswap (v2)']"
1246,GUSD,"['Cobinhood', 'Cobinhood']"
1247,USDB,"['Bancor', 'Bancor']"
1248,SHE,"['Allcoin', 'Allcoin']"
1249,RCT,"['YoBit', 'YoBit']"
1250,LOCG,"['KuCoin', 'KuCoin']"
1251,CLB,"['Bitforex', 'Bitforex']"
1252,HTML,"['HitBTC', 'HitBTC', 'HitBTC']"
1253,HAKKA,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1254,BPT,"['Sushiswap', 'Sushiswap']"
1255,OMC,"['PancakeSwap', 'PancakeSwap']"
1256,LIF,"['YoBit', 'YoBit']"
1257,BABYFB,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1258,EGGPLANT,"['PancakeSwap', 'PancakeSwap']"
1259,RVL,"['PancakeSwap', 'PancakeSwap']"
1260,XMC,"['HitBTC', 'HitBTC', 'HitBTC']"
1261,BNPL,"['Sushiswap', 'Sushiswap']"
1262,FX,"['KuCoin', 'KuCoin', 'Coinbase Exchange']"
1263,jolt,"['PancakeSwap', 'PancakeSwap']"
1264,OMS,"['Uniswap (v2)', 'Uniswap (v2)']"
1265,GRS,"['Bittrex', 'Bittrex', 'Huobi Global', 'Upbit']"
1266,AKITA,"['Trader Joe', 'Trader Joe', 'ZB', 'Bitforex', 'Sushiswap']"
1267,BKX,"['OKEx', 'OKEx', 'HitBTC', 'OKEx', 'Hotbit']"
1268,SDLN,"['PancakeSwap', 'PancakeSwap']"
1269,OC,"['Allcoin', 'Allcoin']"
1270,fota,"['PancakeSwap', 'PancakeSwap']"
1271,z,"['Uniswap (v2)', 'Uniswap (v2)']"
1272,ZMN,"['bx.in.th', 'bx.in.th']"
1273,SAYAN,"['PancakeSwap', 'PancakeSwap']"
1274,BIN,"['Uniswap (v2)', 'Uniswap (v2)']"
1275,FLP,"['Bitforex', 'Bitforex', 'HitBTC', 'HitBTC', 'Bitforex']"
1276,EGLD,"['Binance', 'Binance']"
1277,AQUA,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1278,$AFLOKI,"['PancakeSwap', 'PancakeSwap']"
1279,DCAU,"['Trader Joe', 'Trader Joe', 'Trader Joe']"
1280,FLO,"['PancakeSwap', 'PancakeSwap', 'Bittrex']"
1281,MOMA,"['PancakeSwap', 'PancakeSwap']"
1282,HUSD,"['Curve', 'Curve', 'Curve']"
1283,DATX,"['HitBTC', 'HitBTC', 'KuCoin', 'Huobi Global']"
1284,PWAR,"['PancakeSwap', 'PancakeSwap']"
1285,COCKTAIL,"['PancakeSwap', 'PancakeSwap']"
1286,elft,"['PancakeSwap', 'PancakeSwap']"
1287,ECL,"['Uniswap (v2)', 'Uniswap (v2)']"
1288,K9,"['Uniswap (v2)', 'Uniswap (v2)']"
1289,DVF,"['Bitfinex', 'Bitfinex']"
1290,IGO,"['PancakeSwap', 'PancakeSwap']"
1291,EVER,"['PancakeSwap', 'PancakeSwap']"
1292,SATO,"['Uniswap (v2)', 'Uniswap (v2)']"
1293,DAMA,"['Sushiswap', 'Sushiswap']"
1294,PANTHER,"['PancakeSwap', 'PancakeSwap']"
1295,tgold,"['PancakeSwap', 'PancakeSwap']"
1296,MOVE,"['PancakeSwap', 'PancakeSwap']"
1297,STAC,"['Liquid', 'Liquid']"
1298,NUM,"['Uniswap (v2)', 'Uniswap (v2)', 'Uniswap (v2)']"
1299,PIT,"['PancakeSwap', 'PancakeSwap']"
1300,NPER,"['Bibox', 'Bibox']"
1301,AGS,"['PancakeSwap', 'PancakeSwap', 'Uniswap (v3)']"
1302,DIO,"['Huobi Global', 'Huobi Global']"
1303,WTN,"['Uniswap (v2)', 'Uniswap (v2)']"
1304,blood,"['Uniswap (v3)', 'Uniswap (v3)']"
1305,RISE,"['Uniswap (v2)', 'Uniswap (v2)', 'YoBit']"
1306,PTT,"['Bitforex', 'Bitforex']"
1307,HORD,"['Uniswap (v2)', 'Uniswap (v2)']"
1308,CCV2,"['Uniswap (v2)', 'Uniswap (v2)']"
1309,SPDR,"['Uniswap (v2)', 'Uniswap (v2)']"
1310,BTL,"['Uniswap (v2)', 'Uniswap (v2)']"
1311,MNSTP,"['PancakeSwap', 'PancakeSwap']"
1312,1337,"['YoBit', 'YoBit']"
1313,MEONG,"['PancakeSwap', 'PancakeSwap']"
1314,ESS,"['Ethfinex', 'Ethfinex', 'Bitforex', 'Hotbit']"
1315,SNC,"['HitBTC', 'HitBTC', 'EXX']"
1316,HCT,"['Trader Joe', 'Trader Joe']"
1317,SLV,"['Bittrex', 'Bittrex']"
1318,POOF,"['Ubeswap', 'Ubeswap', 'Ubeswap']"
1319,ACOIN,['KuCoin']
1320,LPT,"['Kraken', 'OKEx', 'Sushiswap']"
1321,DESU,['PancakeSwap']
1322,NEW,['Huobi Global']
1323,PUSSY,['Uniswap (v3)']
1324,BEST,['HitBTC']
1325,SNTVT,['Uniswap (v3)']
1326,TEM,"['PancakeSwap', 'PancakeSwap']"
1327,CKB,"['Bibox', 'Huobi Global', 'Bittrex', 'CoinEx']"
1328,WSTA,"['Balancer (v1)', 'Balancer (v1)']"
1329,OOE,"['Uniswap (v2)', 'PancakeSwap']"
1330,PIXEL,['Balancer (v2)']
1331,MBBASED,['Sushiswap']
1332,EDG,['Bittrex']
1333,ETH2X-FLI,['Balancer (v1)']
1334,ZAI,['Uniswap (v2)']
1335,TAD,['Sushiswap']
1336,kelvin,['SpookySwap']
1337,XPR,"['PancakeSwap', 'OKEx']"
1338,aurabal,['Balancer (v2)']
1339,IDNA,['PancakeSwap']
1340,YVAULT-LP-YCURVE,"['Uniswap (v2)', 'Uniswap (v2)']"
1341,KTK,['YoBit']
1342,nowar,['PancakeSwap']
1343,FAMOUS,['Uniswap (v2)']
1344,AIDOC,['Uniswap (v2)']
1345,ENG,"['Binance', 'HitBTC']"
1346,ATB,"['YoBit', 'HitBTC']"
1347,BCOIN,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1348,ONL,['Bitfinex']
1349,WZEC,"['Uniswap (v2)', 'Sushiswap']"
1350,SOUL,"['Hotbit', 'Uniswap (v2)', 'Balancer (v1)']"
1351,SEER,['Ethfinex']
1352,TKP,"['PancakeSwap', 'PancakeSwap']"
1353,KMD,"['Bittrex', 'HitBTC', 'Binance', 'Binance']"
1354,LOON,['OKEx']
1355,SHR,['PancakeSwap']
1356,YOYOW,"['Bitfinex', 'OKEx', 'OKEx', 'HitBTC']"
1357,BIMP,['PancakeSwap']
1358,OBT,['PancakeSwap']
1359,othr,['Uniswap (v3)']
1360,UFARM,['PancakeSwap']
1361,CHESS,['Binance']
1362,PEKC,"['PancakeSwap', 'Uniswap (v2)']"
1363,gvr,['PancakeSwap']
1364,BITANT,['Uniswap (v2)']
1365,MSWAP,['Uniswap (v2)']
1366,AUSDT,['Curve']
1367,XTRA,"['PancakeSwap', 'PancakeSwap']"
1368,ICN,['EXX']
1369,DMGK,['PancakeSwap']
1370,DEGO,['PancakeSwap']
1371,TRXC,['Sushiswap']
1372,FORTH,"['ZB', 'HitBTC']"
1373,ENTRP,['Uniswap (v2)']
1374,UBQ,['Uniswap (v3)']
1375,NU,"['Huobi Global', 'Coinbase Exchange', 'Coinbase Exchange', 'Uniswap (v3)', 'CoinEx', 'Huobi Global', 'Binance']"
1376,CS,"['PancakeSwap', 'KuCoin', 'KuCoin', 'KuCoin', 'Bitfinex']"
1377,TERA,['Uniswap (v2)']
1378,GZE,['Liquid']
1379,ACH,['Bibox']
1380,FXF,['Uniswap (v2)']
1381,BONE,"['Uniswap (v3)', 'Uniswap (v2)']"
1382,JEWEL,['Sushiswap']
1383,BXX,['Uniswap (v2)']
1384,STONK,"['Uniswap (v2)', 'Uniswap (v2)']"
1385,FXS,"['SpiritSwap', 'Binance', 'Uniswap (v2)']"
1386,STBU,"['Uniswap (v2)', 'PancakeSwap']"
1387,ole,['PancakeSwap']
1388,HUNGRY,['PancakeSwap']
1389,TORN,['PancakeSwap']
1390,YAE,['PancakeSwap']
1391,REV,['PancakeSwap']
1392,EUR,"['Currency.com', 'Kraken', 'Currency.com']"
1393,MNY,"['Uniswap (v2)', 'PancakeSwap']"
1394,EXPR,['PancakeSwap']
1395,POLL,"['HitBTC', 'HitBTC']"
1396,THG,['PancakeSwap']
1397,DOLA,"['Sushiswap', 'Sushiswap']"
1398,BTCA,['YoBit']
1399,SOX,['Uniswap (v2)']
1400,MURPHY,['PancakeSwap']
1401,BSTN,['HitBTC']
1402,SPMK,['Uniswap (v2)']
1403,SFUEL,['PancakeSwap']
1404,IQN,['Bitforex']
1405,GSC,"['OKEx', 'EXX', 'EXX']"
1406,NFTS,"['Uniswap (v3)', 'Uniswap (v2)']"
1407,CSPR,['CoinEx']
1408,8FI,['Uniswap (v2)']
1409,BPLC,"['Uniswap (v2)', 'Uniswap (v3)', 'Sushiswap']"
1410,MR,['PancakeSwap']
1411,bip,['Uniswap (v2)']
1412,INSUR,"['OKEx', 'Uniswap (v2)']"
1413,HID,['Uniswap (v2)']
1414,N1,['Uniswap (v2)']
1415,FOUR,['Balancer (v2)']
1416,DEV,['Sushiswap']
1417,lrc,['PancakeSwap']
1418,UNCX,['Uniswap (v3)']
1419,MVC,['Bittrex']
1420,FINE,"['PancakeSwap', 'PancakeSwap']"
1421,BSHIB,['PancakeSwap']
1422,DGAT,['PancakeSwap']
1423,DRACO,['Bittrex']
1424,TFI,"['PancakeSwap', 'PancakeSwap']"
1425,bitsu,['PancakeSwap']
1426,DOGGY,['PancakeSwap']
1427,YEE,"['EXX', 'Huobi Global']"
1428,PVU,['PancakeSwap']
1429,SWM,"['HitBTC', 'HitBTC']"
1430,GXC,"['Bithumb', 'Binance', 'Bittrex', 'Binance']"
1431,SWISE,"['Uniswap (v2)', 'Uniswap (v3)']"
1432,GALA,"['Bitstamp', 'OKEx', 'Binance', 'Coinbase Exchange', 'Uniswap (v3)', 'Binance']"
1433,naleph,['Trader Joe']
1434,TIT,['YoBit']
1435,ASSG,['Uniswap (v2)']
1436,AXC,['Uniswap (v2)']
1437,YAY,['PancakeSwap']
1438,leo,['Trader Joe']
1439,REVV,"['Uniswap (v2)', 'Bibox']"
1440,XOR,"['Poloniex', 'Uniswap (v2)', 'Uniswap (v3)', 'Uniswap (v2)']"
1441,ICX,"['Kraken', 'HitBTC']"
1442,sdc,['PancakeSwap']
1443,CE,['Uniswap (v2)']
1444,RENDOGE,['Uniswap (v2)']
1445,rsft,['Uniswap (v3)']
1446,TIO,"['OKEx', 'EXX']"
1447,ARX,['Uniswap (v2)']
1448,SSS,['Bit-Z']
1449,BABYFLOKIZILLA,['PancakeSwap']
1450,CRY,['PancakeSwap']
1451,META,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1452,ACE,"['EXX', 'OKEx']"
1453,y5tt,['PancakeSwap']
1454,OFF,['PancakeSwap']
1455,COIN,"['Uniswap (v2)', 'YoBit', 'Currency.com']"
1456,CFI,['Ethfinex']
1457,KBC,"['Bit-Z', 'Bit-Z', 'Bitforex', 'Bit-Z']"
1458,WGIRL,['PancakeSwap']
1459,ETHIX,"['Bitfinex', 'Bitfinex']"
1460,DINU,['Uniswap (v3)']
1461,ETP,"['Bit-Z', 'Bitfinex']"
1462,DCR,"['KuCoin', 'OKEx', 'Poloniex', 'Huobi Global']"
1463,NFT,"['PancakeSwap', 'PancakeSwap']"
1464,SURGE,['PancakeSwap']
1465,LOKA,['Uniswap (v2)']
